materials,property,LSm,HSm,dCSm,pCHa,FLs,ECSm,EISm,EASm,EFs,AEAHa,RSm,ARpHa,MdLSm,DSm,AqHa,ENSm,NdSm
CBON-6-Ag,0.4607,-3.8403,-4.5659,-3.7706,-3.48967,-3.7803,-2.0183,7.576,1.302,3.14247,0.85145,1.6,0.61175,4.45,10.49,0.43015,1.93,10.0
CBON-6-Au,-0.34931,-5.2426,-5.9456,-3.2861,-3.48967,-3.7803,-2.4188,9.225,2.309,3.14247,0.85145,1.35,0.61175,5.15,19.3,0.43015,2.54,10.0
CBON-6-Co,0.06025,-3.9152,-3.9463,-1.6744,-3.48967,-3.7803,-5.1966,7.881,0.66,3.14247,0.85145,1.35,0.61175,5.1,8.9,0.43015,1.88,7.0
CBON-6-Cu,0.56553,-3.9515,-4.7251,-2.3336,-3.48967,-3.7803,-3.0383,7.727,1.227,3.14247,0.85145,1.35,0.61175,4.55,8.96,0.43015,1.9,10.0
CBON-6-Fe,-0.3024,-4.2604,-4.3671,-1.1981,-3.48967,-3.7803,-4.8008,7.903,0.163,3.14247,0.85145,1.4,0.61175,4.93,7.874,0.43015,1.83,6.0
CBON-6-Hg,-0.01332,-0.7065,-6.681,-6.1561,-3.48967,-3.7803,0.3374,10.438,0.0,3.14247,0.85145,1.5,0.61175,4.2,13.534,0.43015,2.0,10.0
CBON-6-Ir,0.09762,-4.9944,-5.0181,-2.4149,-3.48967,-3.7803,-7.0859,9.12,1.57,3.14247,0.85145,1.35,0.61175,5.55,22.56,0.43015,2.2,7.0
CBON-6-Mn,-0.16692,-3.4853,-4.3042,-0.5789,-3.48967,-3.7803,-3.1315,7.434,0.0,3.14247,0.85145,1.4,0.61175,4.45,7.47,0.43015,1.55,5.0
CBON-6-Ni,0.49501,-3.7066,-3.88,-1.5395,-3.48967,-3.7803,-4.4744,7.64,1.16,3.14247,0.85145,1.35,0.61175,5.2,8.908,0.43015,1.91,8.0
CBON-6-Pd,0.14328,-3.2381,-3.9768,-1.4843,-3.48967,-3.7803,-3.0964,8.337,0.557,3.14247,0.85145,1.4,0.61175,5.45,12.023,0.43015,2.2,10.0
CBON-6-Pt,0.55595,-4.9378,-5.5279,-2.3468,-3.48967,-3.7803,-4.9436,9.02,2.128,3.14247,0.85145,1.35,0.61175,5.65,21.45,0.43015,2.28,9.0
CBON-6-Rh,-0.01662,-3.2357,-3.9932,-1.7582,-3.48967,-3.7803,-5.4804,7.459,1.137,3.14247,0.85145,1.35,0.61175,5.4,12.45,0.43015,2.28,8.0
CBON-6-Sc,-2.0901,-3.2576,-3.8073,2.2982,-3.48967,-3.7803,-4.1601,6.562,0.188,3.14247,0.85145,1.6,0.61175,3.25,2.985,0.43015,1.36,1.0
CBON-6-Y,-2.14153,-2.4603,-3.602,2.5942,-3.48967,-3.7803,-4.2729,6.22,0.307,3.14247,0.85145,1.8,0.61175,3.2,4.472,0.43015,1.22,1.0
CBON-6-Zn,-0.1057,-0.6498,-5.8522,-6.6672,-3.48967,-3.7803,-0.717,9.394,0.0,3.14247,0.85145,1.35,0.61175,4.1,7.14,0.43015,1.65,10.0
CBOP-6-Ag,0.10524,-3.8403,-4.5659,-3.7706,-3.19784,-3.5904,-2.0183,7.576,1.302,5.31172,1.0197,1.6,0.7255,4.45,10.49,-0.96245,1.93,10.0
CBOP-6-Au,-0.43799,-5.2426,-5.9456,-3.2861,-3.19784,-3.5904,-2.4188,9.225,2.309,5.31172,1.0197,1.35,0.7255,5.15,19.3,-0.96245,2.54,10.0
CBOP-6-Cd,0.64446,-0.7368,-5.4994,-7.6339,-3.19784,-3.5904,-0.3509,8.994,0.0,5.31172,1.0197,1.55,0.7255,4.05,8.65,-0.96245,1.69,10.0
CBOP-6-Co,-0.1838,-3.9152,-3.9463,-1.6744,-3.19784,-3.5904,-5.1966,7.881,0.66,5.31172,1.0197,1.35,0.7255,5.1,8.9,-0.96245,1.88,7.0
CBOP-6-Cu,0.5892,-3.9515,-4.7251,-2.3336,-3.19784,-3.5904,-3.0383,7.727,1.227,5.31172,1.0197,1.35,0.7255,4.55,8.96,-0.96245,1.9,10.0
CBOP-6-Fe,-0.17815,-4.2604,-4.3671,-1.1981,-3.19784,-3.5904,-4.8008,7.903,0.163,5.31172,1.0197,1.4,0.7255,4.93,7.874,-0.96245,1.83,6.0
CBOP-6-Hf,-1.96347,-2.9349,-4.3792,2.1396,-3.19784,-3.5904,-6.4029,6.825,0.0,5.31172,1.0197,1.55,0.7255,3.55,13.31,-0.96245,1.3,2.0
CBOP-6-Hg,-0.21217,-0.7065,-6.681,-6.1561,-3.19784,-3.5904,0.3374,10.438,0.0,5.31172,1.0197,1.5,0.7255,4.2,13.534,-0.96245,2.0,10.0
CBOP-6-Ir,-0.34765,-4.9944,-5.0181,-2.4149,-3.19784,-3.5904,-7.0859,9.12,1.57,5.31172,1.0197,1.35,0.7255,5.55,22.56,-0.96245,2.2,7.0
CBOP-6-Mn,-0.53019,-3.4853,-4.3042,-0.5789,-3.19784,-3.5904,-3.1315,7.434,0.0,5.31172,1.0197,1.4,0.7255,4.45,7.47,-0.96245,1.55,5.0
CBOP-6-Mo,-0.97089,-1.7437,-4.5378,-0.1961,-3.19784,-3.5904,-5.705,7.092,0.745,5.31172,1.0197,1.45,0.7255,4.65,10.28,-0.96245,2.16,5.0
CBOP-6-Ni,0.70365,-3.7066,-3.88,-1.5395,-3.19784,-3.5904,-4.4744,7.64,1.16,5.31172,1.0197,1.35,0.7255,5.2,8.908,-0.96245,1.91,8.0
CBOP-6-Pt,0.14814,-4.9378,-5.5279,-2.3468,-3.19784,-3.5904,-4.9436,9.02,2.128,5.31172,1.0197,1.35,0.7255,5.65,21.45,-0.96245,2.28,9.0
CBOP-6-Rh,-0.05292,-3.2357,-3.9932,-1.7582,-3.19784,-3.5904,-5.4804,7.459,1.137,5.31172,1.0197,1.35,0.7255,5.4,12.45,-0.96245,2.28,8.0
CBOP-6-Ru,-0.17694,-3.7016,-4.6195,-1.515,-3.19784,-3.5904,-6.5823,7.361,1.05,5.31172,1.0197,1.3,0.7255,5.4,12.37,-0.96245,2.2,7.0
CBOP-6-Zn,-0.15866,-0.6498,-5.8522,-6.6672,-3.19784,-3.5904,-0.717,9.394,0.0,5.31172,1.0197,1.35,0.7255,4.1,7.14,-0.96245,1.65,10.0
CBOP-6-Zr,-1.65627,-2.7471,-2.8313,1.7376,-3.19784,-3.5904,-6.2538,6.634,0.426,5.31172,1.0197,1.55,0.7255,3.4,6.511,-0.96245,1.33,2.0
CBOS-6-Ag,0.28245,-3.8403,-4.5659,-3.7706,-3.97881,-3.1559,-2.0183,7.576,1.302,4.66592,1.35145,1.6,0.69475,4.45,10.49,-0.96032,1.93,10.0
CBOS-6-Au,-0.25173,-5.2426,-5.9456,-3.2861,-3.97881,-3.1559,-2.4188,9.225,2.309,4.66592,1.35145,1.35,0.69475,5.15,19.3,-0.96032,2.54,10.0
CBOS-6-Cd,0.6784,-0.7368,-5.4994,-7.6339,-3.97881,-3.1559,-0.3509,8.994,0.0,4.66592,1.35145,1.55,0.69475,4.05,8.65,-0.96032,1.69,10.0
CBOS-6-Co,-0.10657,-3.9152,-3.9463,-1.6744,-3.97881,-3.1559,-5.1966,7.881,0.66,4.66592,1.35145,1.35,0.69475,5.1,8.9,-0.96032,1.88,7.0
CBOS-6-Cu,0.24797,-3.9515,-4.7251,-2.3336,-3.97881,-3.1559,-3.0383,7.727,1.227,4.66592,1.35145,1.35,0.69475,4.55,8.96,-0.96032,1.9,10.0
CBOS-6-Fe,-0.33683,-4.2604,-4.3671,-1.1981,-3.97881,-3.1559,-4.8008,7.903,0.163,4.66592,1.35145,1.4,0.69475,4.93,7.874,-0.96032,1.83,6.0
CBOS-6-Hg,0.11671,-0.7065,-6.681,-6.1561,-3.97881,-3.1559,0.3374,10.438,0.0,4.66592,1.35145,1.5,0.69475,4.2,13.534,-0.96032,2.0,10.0
CBOS-6-Ir,-0.33938,-4.9944,-5.0181,-2.4149,-3.97881,-3.1559,-7.0859,9.12,1.57,4.66592,1.35145,1.35,0.69475,5.55,22.56,-0.96032,2.2,7.0
CBOS-6-Nb,-1.34482,-1.9019,-3.643,1.3534,-3.97881,-3.1559,-6.5678,6.759,0.892,4.66592,1.35145,1.45,0.69475,4.0,8.57,-0.96032,1.6,4.0
CBOS-6-Ni,0.48406,-3.7066,-3.88,-1.5395,-3.97881,-3.1559,-4.4744,7.64,1.16,4.66592,1.35145,1.35,0.69475,5.2,8.908,-0.96032,1.91,8.0
CBOS-6-Pd,0.22146,-3.2381,-3.9768,-1.4843,-3.97881,-3.1559,-3.0964,8.337,0.557,4.66592,1.35145,1.4,0.69475,5.45,12.023,-0.96032,2.2,10.0
CBOS-6-Pt,-0.30914,-4.9378,-5.5279,-2.3468,-3.97881,-3.1559,-4.9436,9.02,2.128,4.66592,1.35145,1.35,0.69475,5.65,21.45,-0.96032,2.28,9.0
CBOS-6-Rh,0.0894,-3.2357,-3.9932,-1.7582,-3.97881,-3.1559,-5.4804,7.459,1.137,4.66592,1.35145,1.35,0.69475,5.4,12.45,-0.96032,2.28,8.0
CBOS-6-Ru,-0.5674,-3.7016,-4.6195,-1.515,-3.97881,-3.1559,-6.5823,7.361,1.05,4.66592,1.35145,1.3,0.69475,5.4,12.37,-0.96032,2.2,7.0
CBOS-6-Zn,-0.01957,-0.6498,-5.8522,-6.6672,-3.97881,-3.1559,-0.717,9.394,0.0,4.66592,1.35145,1.35,0.69475,4.1,7.14,-0.96032,1.65,10.0
CPNB-1-Ag,0.78846,-3.8403,-4.5659,-3.7706,-2.82556,-3.4352,-2.0183,7.576,1.302,6.32535,0.6727,1.6,0.746,4.45,10.49,-0.94617,1.93,10.0
CPNB-1-Cd,0.50175,-0.7368,-5.4994,-7.6339,-2.82556,-3.4352,-0.3509,8.994,0.0,6.32535,0.6727,1.55,0.746,4.05,8.65,-0.94617,1.69,10.0
CPNB-1-Co,-0.09804,-3.9152,-3.9463,-1.6744,-2.82556,-3.4352,-5.1966,7.881,0.66,6.32535,0.6727,1.35,0.746,5.1,8.9,-0.94617,1.88,7.0
CPNB-1-Cu,-0.00737,-3.9515,-4.7251,-2.3336,-2.82556,-3.4352,-3.0383,7.727,1.227,6.32535,0.6727,1.35,0.746,4.55,8.96,-0.94617,1.9,10.0
CPNB-1-Fe,-0.22926,-4.2604,-4.3671,-1.1981,-2.82556,-3.4352,-4.8008,7.903,0.163,6.32535,0.6727,1.4,0.746,4.93,7.874,-0.94617,1.83,6.0
CPNB-1-Hf,-1.77925,-2.9349,-4.3792,2.1396,-2.82556,-3.4352,-6.4029,6.825,0.0,6.32535,0.6727,1.55,0.746,3.55,13.31,-0.94617,1.3,2.0
CPNB-1-Hg,0.15247,-0.7065,-6.681,-6.1561,-2.82556,-3.4352,0.3374,10.438,0.0,6.32535,0.6727,1.5,0.746,4.2,13.534,-0.94617,2.0,10.0
CPNB-1-Ir,0.07915,-4.9944,-5.0181,-2.4149,-2.82556,-3.4352,-7.0859,9.12,1.57,6.32535,0.6727,1.35,0.746,5.55,22.56,-0.94617,2.2,7.0
CPNB-1-Ni,0.70112,-3.7066,-3.88,-1.5395,-2.82556,-3.4352,-4.4744,7.64,1.16,6.32535,0.6727,1.35,0.746,5.2,8.908,-0.94617,1.91,8.0
CPNB-1-Pd,0.80536,-3.2381,-3.9768,-1.4843,-2.82556,-3.4352,-3.0964,8.337,0.557,6.32535,0.6727,1.4,0.746,5.45,12.023,-0.94617,2.2,10.0
CPNB-1-Pt,0.46499,-4.9378,-5.5279,-2.3468,-2.82556,-3.4352,-4.9436,9.02,2.128,6.32535,0.6727,1.35,0.746,5.65,21.45,-0.94617,2.28,9.0
CPNB-1-Rh,0.3743,-3.2357,-3.9932,-1.7582,-2.82556,-3.4352,-5.4804,7.459,1.137,6.32535,0.6727,1.35,0.746,5.4,12.45,-0.94617,2.28,8.0
CPNB-1-Zn,0.54254,-0.6498,-5.8522,-6.6672,-2.82556,-3.4352,-0.717,9.394,0.0,6.32535,0.6727,1.35,0.746,4.1,7.14,-0.94617,1.65,10.0
CPNB-1-Zr,-1.37599,-2.7471,-2.8313,1.7376,-2.82556,-3.4352,-6.2538,6.634,0.426,6.32535,0.6727,1.55,0.746,3.4,6.511,-0.94617,1.33,2.0
CPNO-1-Ag,0.19498,-3.8403,-4.5659,-3.7706,-4.56913,-3.1863,-2.0183,7.576,1.302,3.29672,0.96877,1.6,0.6465,4.45,10.49,0.36096,1.93,10.0
CPNO-1-Au,-0.3969,-5.2426,-5.9456,-3.2861,-4.56913,-3.1863,-2.4188,9.225,2.309,3.29672,0.96877,1.35,0.6465,5.15,19.3,0.36096,2.54,10.0
CPNO-1-Cd,0.49654,-0.7368,-5.4994,-7.6339,-4.56913,-3.1863,-0.3509,8.994,0.0,3.29672,0.96877,1.55,0.6465,4.05,8.65,0.36096,1.69,10.0
CPNO-1-Co,0.55278,-3.9152,-3.9463,-1.6744,-4.56913,-3.1863,-5.1966,7.881,0.66,3.29672,0.96877,1.35,0.6465,5.1,8.9,0.36096,1.88,7.0
CPNO-1-Cr,-0.64531,-1.6383,-3.5634,-0.0056,-4.56913,-3.1863,-3.5882,6.767,0.666,3.29672,0.96877,1.4,0.6465,4.65,7.19,0.36096,1.66,5.0
CPNO-1-Cu,0.4488,-3.9515,-4.7251,-2.3336,-4.56913,-3.1863,-3.0383,7.727,1.227,3.29672,0.96877,1.35,0.6465,4.55,8.96,0.36096,1.9,10.0
CPNO-1-Fe,-0.1475,-4.2604,-4.3671,-1.1981,-4.56913,-3.1863,-4.8008,7.903,0.163,3.29672,0.96877,1.4,0.6465,4.93,7.874,0.36096,1.83,6.0
CPNO-1-Hg,-0.51078,-0.7065,-6.681,-6.1561,-4.56913,-3.1863,0.3374,10.438,0.0,3.29672,0.96877,1.5,0.6465,4.2,13.534,0.36096,2.0,10.0
CPNO-1-Ir,0.32046,-4.9944,-5.0181,-2.4149,-4.56913,-3.1863,-7.0859,9.12,1.57,3.29672,0.96877,1.35,0.6465,5.55,22.56,0.36096,2.2,7.0
CPNO-1-Mn,-0.30948,-3.4853,-4.3042,-0.5789,-4.56913,-3.1863,-3.1315,7.434,0.0,3.29672,0.96877,1.4,0.6465,4.45,7.47,0.36096,1.55,5.0
CPNO-1-Pd,0.63569,-3.2381,-3.9768,-1.4843,-4.56913,-3.1863,-3.0964,8.337,0.557,3.29672,0.96877,1.4,0.6465,5.45,12.023,0.36096,2.2,10.0
CPNO-1-Pt,0.11006,-4.9378,-5.5279,-2.3468,-4.56913,-3.1863,-4.9436,9.02,2.128,3.29672,0.96877,1.35,0.6465,5.65,21.45,0.36096,2.28,9.0
CPNO-1-Rh,0.11965,-3.2357,-3.9932,-1.7582,-4.56913,-3.1863,-5.4804,7.459,1.137,3.29672,0.96877,1.35,0.6465,5.4,12.45,0.36096,2.28,8.0
CPNO-1-Ru,0.02062,-3.7016,-4.6195,-1.515,-4.56913,-3.1863,-6.5823,7.361,1.05,3.29672,0.96877,1.3,0.6465,5.4,12.37,0.36096,2.2,7.0
CPNO-1-Sc,-1.33125,-3.2576,-3.8073,2.2982,-4.56913,-3.1863,-4.1601,6.562,0.188,3.29672,0.96877,1.6,0.6465,3.25,2.985,0.36096,1.36,1.0
CPNO-1-Y,-1.37668,-2.4603,-3.602,2.5942,-4.56913,-3.1863,-4.2729,6.22,0.307,3.29672,0.96877,1.8,0.6465,3.2,4.472,0.36096,1.22,1.0
CPNO-1-Zn,-0.23196,-0.6498,-5.8522,-6.6672,-4.56913,-3.1863,-0.717,9.394,0.0,3.29672,0.96877,1.35,0.6465,4.1,7.14,0.36096,1.65,10.0
CPNS-1-Ag,0.30512,-3.8403,-4.5659,-3.7706,-3.80438,-3.0399,-2.0183,7.576,1.302,5.55601,1.12177,1.6,0.75,4.45,10.49,-0.2931,1.93,10.0
CPNS-1-Fe,0.26151,-4.2604,-4.3671,-1.1981,-3.80438,-3.0399,-4.8008,7.903,0.163,5.55601,1.12177,1.4,0.75,4.93,7.874,-0.2931,1.83,6.0
CPNS-1-Hg,-0.56649,-0.7065,-6.681,-6.1561,-3.80438,-3.0399,0.3374,10.438,0.0,5.55601,1.12177,1.5,0.75,4.2,13.534,-0.2931,2.0,10.0
CPNS-1-Ni,-0.00541,-3.7066,-3.88,-1.5395,-3.80438,-3.0399,-4.4744,7.64,1.16,5.55601,1.12177,1.35,0.75,5.2,8.908,-0.2931,1.91,8.0
CPNS-1-Pd,-0.04557,-3.2381,-3.9768,-1.4843,-3.80438,-3.0399,-3.0964,8.337,0.557,5.55601,1.12177,1.4,0.75,5.45,12.023,-0.2931,2.2,10.0
CPNS-1-Pt,-0.00821,-4.9378,-5.5279,-2.3468,-3.80438,-3.0399,-4.9436,9.02,2.128,5.55601,1.12177,1.35,0.75,5.65,21.45,-0.2931,2.28,9.0
CPNS-1-Rh,0.52588,-3.2357,-3.9932,-1.7582,-3.80438,-3.0399,-5.4804,7.459,1.137,5.55601,1.12177,1.35,0.75,5.4,12.45,-0.2931,2.28,8.0
CPNS-1-Ru,0.17934,-3.7016,-4.6195,-1.515,-3.80438,-3.0399,-6.5823,7.361,1.05,5.55601,1.12177,1.3,0.75,5.4,12.37,-0.2931,2.2,7.0
CPNS-1-Sc,-1.15445,-3.2576,-3.8073,2.2982,-3.80438,-3.0399,-4.1601,6.562,0.188,5.55601,1.12177,1.6,0.75,3.25,2.985,-0.2931,1.36,1.0
CPNS-1-Y,-1.18734,-2.4603,-3.602,2.5942,-3.80438,-3.0399,-4.2729,6.22,0.307,5.55601,1.12177,1.8,0.75,3.2,4.472,-0.2931,1.22,1.0
CPNS-1-Zn,0.08049,-0.6498,-5.8522,-6.6672,-3.80438,-3.0399,-0.717,9.394,0.0,5.55601,1.12177,1.35,0.75,4.1,7.14,-0.2931,1.65,10.0
CPNS-1-Zr,-1.98009,-2.7471,-2.8313,1.7376,-3.80438,-3.0399,-6.2538,6.634,0.426,5.55601,1.12177,1.55,0.75,3.4,6.511,-0.2931,1.33,2.0
SBNC-3-Au,0.74484,-5.2426,-5.9456,-3.2861,-3.20891,-3.4506,-2.4188,9.225,2.309,6.59536,1.00445,1.35,0.71525,5.15,19.3,-0.03119,2.54,10.0
SBNC-3-Cd,-0.06453,-0.7368,-5.4994,-7.6339,-3.20891,-3.4506,-0.3509,8.994,0.0,6.59536,1.00445,1.55,0.71525,4.05,8.65,-0.03119,1.69,10.0
SBNC-3-Cr,-0.95042,-1.6383,-3.5634,-0.0056,-3.20891,-3.4506,-3.5882,6.767,0.666,6.59536,1.00445,1.4,0.71525,4.65,7.19,-0.03119,1.66,5.0
SBNC-3-Cu,-0.18208,-3.9515,-4.7251,-2.3336,-3.20891,-3.4506,-3.0383,7.727,1.227,6.59536,1.00445,1.35,0.71525,4.55,8.96,-0.03119,1.9,10.0
SBNC-3-Fe,-0.37796,-4.2604,-4.3671,-1.1981,-3.20891,-3.4506,-4.8008,7.903,0.163,6.59536,1.00445,1.4,0.71525,4.93,7.874,-0.03119,1.83,6.0
SBNC-3-Hf,-2.08304,-2.9349,-4.3792,2.1396,-3.20891,-3.4506,-6.4029,6.825,0.0,6.59536,1.00445,1.55,0.71525,3.55,13.31,-0.03119,1.3,2.0
SBNC-3-Hg,-1.07362,-0.7065,-6.681,-6.1561,-3.20891,-3.4506,0.3374,10.438,0.0,6.59536,1.00445,1.5,0.71525,4.2,13.534,-0.03119,2.0,10.0
SBNC-3-Ir,-0.20355,-4.9944,-5.0181,-2.4149,-3.20891,-3.4506,-7.0859,9.12,1.57,6.59536,1.00445,1.35,0.71525,5.55,22.56,-0.03119,2.2,7.0
SBNC-3-Mn,-0.57711,-3.4853,-4.3042,-0.5789,-3.20891,-3.4506,-3.1315,7.434,0.0,6.59536,1.00445,1.4,0.71525,4.45,7.47,-0.03119,1.55,5.0
SBNC-3-Nb,-1.8875,-1.9019,-3.643,1.3534,-3.20891,-3.4506,-6.5678,6.759,0.892,6.59536,1.00445,1.45,0.71525,4.0,8.57,-0.03119,1.6,4.0
SBNC-3-Ni,0.9368,-3.7066,-3.88,-1.5395,-3.20891,-3.4506,-4.4744,7.64,1.16,6.59536,1.00445,1.35,0.71525,5.2,8.908,-0.03119,1.91,8.0
SBNC-3-Pd,0.70665,-3.2381,-3.9768,-1.4843,-3.20891,-3.4506,-3.0964,8.337,0.557,6.59536,1.00445,1.4,0.71525,5.45,12.023,-0.03119,2.2,10.0
SBNC-3-Pt,0.68222,-4.9378,-5.5279,-2.3468,-3.20891,-3.4506,-4.9436,9.02,2.128,6.59536,1.00445,1.35,0.71525,5.65,21.45,-0.03119,2.28,9.0
SBNC-3-Rh,0.05925,-3.2357,-3.9932,-1.7582,-3.20891,-3.4506,-5.4804,7.459,1.137,6.59536,1.00445,1.35,0.71525,5.4,12.45,-0.03119,2.28,8.0
SBNC-3-Ru,-0.29437,-3.7016,-4.6195,-1.515,-3.20891,-3.4506,-6.5823,7.361,1.05,6.59536,1.00445,1.3,0.71525,5.4,12.37,-0.03119,2.2,7.0
SBNC-3-Ta,-2.3039,-2.3395,-4.1118,1.7577,-3.20891,-3.4506,-7.9459,7.89,0.32,6.59536,1.00445,1.45,0.71525,4.05,16.65,-0.03119,1.5,3.0
SBNC-3-Ti,-1.35921,-2.8395,-2.8715,1.57,-3.20891,-3.4506,-5.4049,6.828,0.079,6.59536,1.00445,1.4,0.71525,3.65,4.507,-0.03119,1.54,2.0
SBNC-3-V,-1.52391,-1.7318,-2.8683,1.1689,-3.20891,-3.4506,-5.0589,6.746,0.524,6.59536,1.00445,1.35,0.71525,4.25,6.11,-0.03119,1.63,3.0
SBNC-3-Zn,-0.12807,-0.6498,-5.8522,-6.6672,-3.20891,-3.4506,-0.717,9.394,0.0,6.59536,1.00445,1.35,0.71525,4.1,7.14,-0.03119,1.65,10.0
SBNO-3-Co,0.47519,-3.9152,-3.9463,-1.6744,-4.38356,-3.3015,-5.1966,7.881,0.66,2.57346,0.97093,1.35,0.6645,5.1,8.9,0.39492,1.88,7.0
SBNO-3-Cu,-0.00214,-3.9515,-4.7251,-2.3336,-4.38356,-3.3015,-3.0383,7.727,1.227,2.57346,0.97093,1.35,0.6645,4.55,8.96,0.39492,1.9,10.0
SBNO-3-Fe,-0.44099,-4.2604,-4.3671,-1.1981,-4.38356,-3.3015,-4.8008,7.903,0.163,2.57346,0.97093,1.4,0.6645,4.93,7.874,0.39492,1.83,6.0
SBNO-3-Hf,-2.25305,-2.9349,-4.3792,2.1396,-4.38356,-3.3015,-6.4029,6.825,0.0,2.57346,0.97093,1.55,0.6645,3.55,13.31,0.39492,1.3,2.0
SBNO-3-Ir,-0.43456,-4.9944,-5.0181,-2.4149,-4.38356,-3.3015,-7.0859,9.12,1.57,2.57346,0.97093,1.35,0.6645,5.55,22.56,0.39492,2.2,7.0
SBNO-3-Mn,-0.79573,-3.4853,-4.3042,-0.5789,-4.38356,-3.3015,-3.1315,7.434,0.0,2.57346,0.97093,1.4,0.6645,4.45,7.47,0.39492,1.55,5.0
SBNO-3-Ni,0.38964,-3.7066,-3.88,-1.5395,-4.38356,-3.3015,-4.4744,7.64,1.16,2.57346,0.97093,1.35,0.6645,5.2,8.908,0.39492,1.91,8.0
SBNO-3-Os,-0.29941,-4.6506,-5.2144,-1.7538,-4.38356,-3.3015,-7.8962,8.71,1.1,2.57346,0.97093,1.3,0.6645,5.4,22.59,0.39492,2.2,6.0
SBNO-3-Pd,0.75042,-3.2381,-3.9768,-1.4843,-4.38356,-3.3015,-3.0964,8.337,0.557,2.57346,0.97093,1.4,0.6645,5.45,12.023,0.39492,2.2,10.0
SBNO-3-Pt,0.17614,-4.9378,-5.5279,-2.3468,-4.38356,-3.3015,-4.9436,9.02,2.128,2.57346,0.97093,1.35,0.6645,5.65,21.45,0.39492,2.28,9.0
SBNO-3-Rh,0.01042,-3.2357,-3.9932,-1.7582,-4.38356,-3.3015,-5.4804,7.459,1.137,2.57346,0.97093,1.35,0.6645,5.4,12.45,0.39492,2.28,8.0
SBNO-3-Ru,0.09399,-3.7016,-4.6195,-1.515,-4.38356,-3.3015,-6.5823,7.361,1.05,2.57346,0.97093,1.3,0.6645,5.4,12.37,0.39492,2.2,7.0
SBNO-3-Ti,-1.87274,-2.8395,-2.8715,1.57,-4.38356,-3.3015,-5.4049,6.828,0.079,2.57346,0.97093,1.4,0.6645,3.65,4.507,0.39492,1.54,2.0
SBNO-3-Zr,-2.01824,-2.7471,-2.8313,1.7376,-4.38356,-3.3015,-6.2538,6.634,0.426,2.57346,0.97093,1.55,0.6645,3.4,6.511,0.39492,1.33,2.0
SBNP-3-Co,0.71833,-3.9152,-3.9463,-1.6744,-2.7953,-3.496,-5.1966,7.881,0.66,6.28775,0.79218,1.35,0.79875,5.1,8.9,-0.8241,1.88,7.0
SBNP-3-Cu,0.40102,-3.9515,-4.7251,-2.3336,-2.7953,-3.496,-3.0383,7.727,1.227,6.28775,0.79218,1.35,0.79875,4.55,8.96,-0.8241,1.9,10.0
SBNP-3-Fe,0.07122,-4.2604,-4.3671,-1.1981,-2.7953,-3.496,-4.8008,7.903,0.163,6.28775,0.79218,1.4,0.79875,4.93,7.874,-0.8241,1.83,6.0
SBNP-3-Hf,-1.77953,-2.9349,-4.3792,2.1396,-2.7953,-3.496,-6.4029,6.825,0.0,6.28775,0.79218,1.55,0.79875,3.55,13.31,-0.8241,1.3,2.0
SBNP-3-Mo,-0.82424,-1.7437,-4.5378,-0.1961,-2.7953,-3.496,-5.705,7.092,0.745,6.28775,0.79218,1.45,0.79875,4.65,10.28,-0.8241,2.16,5.0
SBNP-3-Ni,0.72626,-3.7066,-3.88,-1.5395,-2.7953,-3.496,-4.4744,7.64,1.16,6.28775,0.79218,1.35,0.79875,5.2,8.908,-0.8241,1.91,8.0
SBNP-3-Pd,0.5241,-3.2381,-3.9768,-1.4843,-2.7953,-3.496,-3.0964,8.337,0.557,6.28775,0.79218,1.4,0.79875,5.45,12.023,-0.8241,2.2,10.0
SBNP-3-Rh,0.92691,-3.2357,-3.9932,-1.7582,-2.7953,-3.496,-5.4804,7.459,1.137,6.28775,0.79218,1.35,0.79875,5.4,12.45,-0.8241,2.28,8.0
SBNP-3-Sc,-1.31287,-3.2576,-3.8073,2.2982,-2.7953,-3.496,-4.1601,6.562,0.188,6.28775,0.79218,1.6,0.79875,3.25,2.985,-0.8241,1.36,1.0
SBNP-3-Ti,-1.30791,-2.8395,-2.8715,1.57,-2.7953,-3.496,-5.4049,6.828,0.079,6.28775,0.79218,1.4,0.79875,3.65,4.507,-0.8241,1.54,2.0
SBNP-3-Y,-1.45433,-2.4603,-3.602,2.5942,-2.7953,-3.496,-4.2729,6.22,0.307,6.28775,0.79218,1.8,0.79875,3.2,4.472,-0.8241,1.22,1.0
SBNP-3-Zn,-0.1315,-0.6498,-5.8522,-6.6672,-2.7953,-3.496,-0.717,9.394,0.0,6.28775,0.79218,1.35,0.79875,4.1,7.14,-0.8241,1.65,10.0
BBNN-1-Ag,0.11505,-3.8403,-4.5659,-3.7706,-2.07329,-4.0767,-2.0183,7.576,1.302,5.918,0.17487,1.6,0.681,4.45,10.49,-0.1389,1.93,10.0
BBNN-1-Au,-0.2355,-5.2426,-5.9456,-3.2861,-2.07329,-4.0767,-2.4188,9.225,2.309,5.918,0.17487,1.35,0.681,5.15,19.3,-0.1389,2.54,10.0
BBNN-1-Cd,0.4066,-0.7368,-5.4994,-7.6339,-2.07329,-4.0767,-0.3509,8.994,0.0,5.918,0.17487,1.55,0.681,4.05,8.65,-0.1389,1.69,10.0
