metal,coord,structure,variant
Tc,4,Tc_B1N1O2-opp,-opp
Tc,4,Tc_B1N1O2-pen,-pen
Tc,4,Tc_B1N1P1S1,
Tc,4,Tc_B1N1P2-hex,-hex
Tc,4,Tc_B1N1P2-opp,-opp
Tc,4,Tc_B1N1P2-pen,-pen
Tc,4,Tc_B1N1S2-hex,-hex
Tc,4,Tc_B1N1S2-opp,-opp
Tc,4,Tc_B1N1S2-pen,-pen
Tc,4,Tc_B1N2O1-hex,-hex
Tc,4,Tc_B1N2O1-opp,-opp
Tc,4,Tc_B1N2O1-pen,-pen
Tc,4,Tc_B1N2P1-hex,-hex
Tc,4,Tc_B1N2P1-opp,-opp
Tc,4,Tc_B1N2P1-pen,-pen
Tc,4,Tc_B1N2S1-hex,-hex
Tc,4,Tc_B1N2S1-opp,-opp
Tc,4,Tc_B1N2S1-pen,-pen
Tc,4,Tc_B1N3,
Tc,4,Tc_B1O1P1S1,
Tc,4,Tc_B1O1P2-hex,-hex
Tc,4,Tc_B1O1P2-opp,-opp
Tc,4,Tc_B1O1P2-pen,-pen
Tc,4,Tc_B1O1S2-hex,-hex
Tc,4,Tc_B1O1S2-opp,-opp
Tc,4,Tc_B1O1S2-pen,-pen
Tc,4,Tc_B1O2P1-hex,-hex
Tc,4,Tc_B1O2P1-opp,-opp
Tc,4,Tc_B1O2P1-pen,-pen
Tc,4,Tc_B1O2S1-hex,-hex
Tc,4,Tc_B1O2S1-opp,-opp
Tc,4,Tc_B1O2S1-pen,-pen
Tc,4,Tc_B1O3,
Tc,4,Tc_B1P1S2-hex,-hex
Tc,4,Tc_B1P1S2-opp,-opp
Tc,4,Tc_B1P1S2-pen,-pen
Tc,4,Tc_B1P2S1-hex,-hex
Tc,4,Tc_B1P2S1-opp,-opp
Tc,4,Tc_B1P2S1-pen,-pen
Tc,4,Tc_B1P3,
Tc,4,Tc_B1S3,
Tc,4,Tc_B2C1N1-hex,-hex
Tc,4,Tc_B2C1N1-opp,-opp
Tc,4,Tc_B2C1N1-pen,-pen
Tc,4,Tc_B2C1O1-hex,-hex
Tc,4,Tc_B2C1O1-opp,-opp
Tc,4,Tc_B2C1O1-pen,-pen
Tc,4,Tc_B2C1P1-hex,-hex
Tc,4,Tc_B2C1P1-opp,-opp
Tc,4,Tc_B2C1P1-pen,-pen
Tc,4,Tc_B2C1S1-hex,-hex
Tc,4,Tc_B2C1S1-opp,-opp
Tc,4,Tc_B2C1S1-pen,-pen
Tc,4,Tc_B2C2-hex,-hex
Tc,4,Tc_B2C2-opp,-opp
Tc,4,Tc_B2C2-pen,-pen
Tc,4,Tc_B2N1O1-hex,-hex
Tc,4,Tc_B2N1O1-opp,-opp
Tc,4,Tc_B2N1O1-pen,-pen
Tc,4,Tc_B2N1P1-hex,-hex
Tc,4,Tc_B2N1P1-opp,-opp
Tc,4,Tc_B2N1P1-pen,-pen
Tc,4,Tc_B2N1S1-hex,-hex
Tc,4,Tc_B2N1S1-opp,-opp
Tc,4,Tc_B2N1S1-pen,-pen
Tc,4,Tc_B2N2-hex,-hex
Tc,4,Tc_B2N2-opp,-opp
Tc,4,Tc_B2N2-pen,-pen
Tc,4,Tc_B2O1P1-hex,-hex
Tc,4,Tc_B2O1P1-opp,-opp
Tc,4,Tc_B2O1P1-pen,-pen
Tc,4,Tc_B2O1S1-hex,-hex
Tc,4,Tc_B2O1S1-opp,-opp
Tc,4,Tc_B2O1S1-pen,-pen
Tc,4,Tc_B2O2-hex,-hex
Tc,4,Tc_B2O2-opp,-opp
Tc,4,Tc_B2O2-pen,-pen
Tc,4,Tc_B2P1S1-hex,-hex
Tc,4,Tc_B2P1S1-opp,-opp
Tc,4,Tc_B2P1S1-pen,-pen
Tc,4,Tc_B2P2-hex,-hex
Tc,4,Tc_B2P2-opp,-opp
Tc,4,Tc_B2P2-pen,-pen
Tc,4,Tc_B2S2-hex,-hex
Tc,4,Tc_B2S2-opp,-opp
Tc,4,Tc_B2S2-pen,-pen
Tc,4,Tc_B3C1,
Tc,4,Tc_B3N1,
Tc,4,Tc_B3O1,
Tc,4,Tc_B3P1,
Tc,4,Tc_B3S1,
Tc,4,Tc_B4,
Tc,4,Tc_C1N1O1P1,
Tc,4,Tc_C1N1O1S1,
Tc,4,Tc_C1N1O2-hex,-hex
Tc,4,Tc_C1N1O2-opp,-opp
Tc,4,Tc_C1N1O2-pen,-pen
Tc,4,Tc_C1N1P1S1,
Tc,4,Tc_C1N1P2-hex,-hex
Tc,4,Tc_C1N1P2-opp,-opp
Tc,4,Tc_C1N1P2-pen,-pen
Tc,4,Tc_C1N1S2-hex,-hex
Tc,4,Tc_C1N1S2-opp,-opp
Tc,4,Tc_C1N1S2-pen,-pen
Tc,4,Tc_C1N2O1-hex,-hex
Tc,4,Tc_C1N2O1-opp,-opp
Tc,4,Tc_C1N2O1-pen,-pen
Tc,4,Tc_C1N2P1-hex,-hex
Tc,4,Tc_C1N2P1-opp,-opp
Tc,4,Tc_C1N2P1-pen,-pen
Tc,4,Tc_C1N2S1-hex,-hex
Tc,4,Tc_C1N2S1-opp,-opp
Tc,4,Tc_C1N2S1-pen,-pen
Tc,4,Tc_C1N3,
Tc,4,Tc_C1O1P1S1,
Tc,4,Tc_C1O1P2-hex,-hex
Tc,4,Tc_C1O1P2-opp,-opp
Tc,4,Tc_C1O1P2-pen,-pen
Tc,4,Tc_C1O1S2-hex,-hex
Tc,4,Tc_C1O1S2-opp,-opp
Tc,4,Tc_C1O1S2-pen,-pen
Tc,4,Tc_C1O2P1-hex,-hex
Tc,4,Tc_C1O2P1-opp,-opp
Tc,4,Tc_C1O2P1-pen,-pen
Tc,4,Tc_C1O2S1-hex,-hex
Tc,4,Tc_C1O2S1-opp,-opp
Tc,4,Tc_C1O2S1-pen,-pen
Tc,4,Tc_C1O3,
Tc,4,Tc_C1P1S2-hex,-hex
Tc,4,Tc_C1P1S2-opp,-opp
Tc,4,Tc_C1P1S2-pen,-pen
Tc,4,Tc_C1P2S1-hex,-hex
Tc,4,Tc_C1P2S1-opp,-opp
Tc,4,Tc_C1P2S1-pen,-pen
Tc,4,Tc_C1P3,
Tc,4,Tc_C1S3,
Tc,4,Tc_C2N1O1-hex,-hex
Tc,4,Tc_C2N1O1-opp,-opp
Tc,4,Tc_C2N1O1-pen,-pen
Tc,4,Tc_C2N1P1-hex,-hex
Tc,4,Tc_C2N1P1-opp,-opp
Tc,4,Tc_C2N1P1-pen,-pen
Tc,4,Tc_C2N1S1-hex,-hex
Tc,4,Tc_C2N1S1-opp,-opp
Tc,4,Tc_C2N1S1-pen,-pen
Tc,4,Tc_C2N2-hex,-hex
Tc,4,Tc_C2N2-opp,-opp
Tc,4,Tc_C2N2-pen,-pen
Tc,4,Tc_C2O1P1-hex,-hex
Tc,4,Tc_C2O1P1-opp,-opp
Tc,4,Tc_C2O1P1-pen,-pen
Tc,4,Tc_C2O1S1-hex,-hex
Tc,4,Tc_C2O1S1-opp,-opp
Tc,4,Tc_C2O1S1-pen,-pen
Tc,4,Tc_C2O2-hex,-hex
Tc,4,Tc_C2O2-opp,-opp
Tc,4,Tc_C2O2-pen,-pen
Tc,4,Tc_C2P1S1-hex,-hex
Tc,4,Tc_C2P1S1-opp,-opp
Tc,4,Tc_C2P1S1-pen,-pen
Tc,4,Tc_C2P2-hex,-hex
Tc,4,Tc_C2P2-opp,-opp
Tc,4,Tc_C2P2-pen,-pen
Tc,4,Tc_C2S2-hex,-hex
Tc,4,Tc_C2S2-opp,-opp
Tc,4,Tc_C2S2-pen,-pen
Tc,4,Tc_C3N1,
Tc,4,Tc_C3O1,
Tc,4,Tc_C3P1,
Tc,4,Tc_C3S1,
Tc,4,Tc_C4,
Tc,4,Tc_N1O1P1S1,
Tc,4,Tc_N1O1P2-hex,-hex
Tc,4,Tc_N1O1P2-opp,-opp
Tc,4,Tc_N1O1P2-pen,-pen
Tc,4,Tc_N1O1S2-hex,-hex
Tc,4,Tc_N1O1S2-opp,-opp
Tc,4,Tc_N1O1S2-pen,-pen
Tc,4,Tc_N1O2P1-hex,-hex
Tc,4,Tc_N1O2P1-opp,-opp
Tc,4,Tc_N1O2P1-pen,-pen
Tc,4,Tc_N1O2S1-hex,-hex
Tc,4,Tc_N1O2S1-opp,-opp
Tc,4,Tc_N1O2S1-pen,-pen
Tc,4,Tc_N1O3,
Tc,4,Tc_N1P1S2-hex,-hex
Tc,4,Tc_N1P1S2-opp,-opp
Tc,4,Tc_N1P1S2-pen,-pen
Tc,4,Tc_N1P2S1-hex,-hex
Tc,4,Tc_N1P2S1-opp,-opp
Tc,4,Tc_N1P2S1-pen,-pen
Tc,4,Tc_N1P3,
Tc,4,Tc_N1S3,
Tc,4,Tc_N2O1P1-hex,-hex
Tc,4,Tc_N2O1P1-opp,-opp
Tc,4,Tc_N2O1P1-pen,-pen
Tc,4,Tc_N2O1S1-hex,-hex
Tc,4,Tc_N2O1S1-opp,-opp
Tc,4,Tc_N2O1S1-pen,-pen
Tc,4,Tc_N2O2-hex,-hex
Tc,4,Tc_N2O2-opp,-opp
Tc,4,Tc_N2O2-pen,-pen
Tc,4,Tc_N2P1S1-hex,-hex
Tc,4,Tc_N2P1S1-opp,-opp
Tc,4,Tc_N2P1S1-pen,-pen
Tc,4,Tc_N2P2-hex,-hex
Tc,4,Tc_N2P2-opp,-opp
Tc,4,Tc_N2P2-pen,-pen
Tc,4,Tc_N2S2-hex,-hex
Tc,4,Tc_N2S2-opp,-opp
Tc,4,Tc_N2S2-pen,-pen
Tc,4,Tc_N3O1,
Tc,4,Tc_N3P1,
Tc,4,Tc_N3S1,
Tc,4,Tc_N4,
Tc,4,Tc_O1P1S2-hex,-hex
Tc,4,Tc_O1P1S2-opp,-opp
Tc,4,Tc_O1P1S2-pen,-pen
Tc,4,Tc_O1P2S1-hex,-hex
Tc,4,Tc_O1P2S1-opp,-opp
Tc,4,Tc_O1P2S1-pen,-pen
Tc,4,Tc_O1P3,
Tc,4,Tc_O1S3,
Tc,4,Tc_O2P1S1-hex,-hex
Tc,4,Tc_O2P1S1-opp,-opp
Tc,4,Tc_O2P1S1-pen,-pen
Tc,4,Tc_O2P2-hex,-hex
Tc,4,Tc_O2P2-opp,-opp
Tc,4,Tc_O2P2-pen,-pen
Tc,4,Tc_O2S2-hex,-hex
Tc,4,Tc_O2S2-opp,-opp
Tc,4,Tc_O2S2-pen,-pen
Tc,4,Tc_O3P1,
Tc,4,Tc_O3S1,
Tc,4,Tc_O4,
Tc,4,Tc_P1S3,
Tc,4,Tc_P2S2-hex,-hex
Tc,4,Tc_P2S2-opp,-opp
Tc,4,Tc_P2S2-pen,-pen
Tc,4,Tc_P3S1,
Tc,4,Tc_P4,
Tc,4,Tc_S4,
Ti,3,Ti_B1C1N1,
Ti,3,Ti_B1C1O1,
Ti,3,Ti_B1C1P1,
Ti,3,Ti_B1C1S1,
Ti,3,Ti_B1C2,
Ti,3,Ti_B1N1O1,
Ti,3,Ti_B1N1P1,
Ti,3,Ti_B1N1S1,
Ti,3,Ti_B1N2,
Ti,3,Ti_B1O1P1,
Ti,3,Ti_B1O1S1,
Ti,3,Ti_B1O2,
Ti,3,Ti_B1P1S1,
Ti,3,Ti_B1P2,
Ti,3,Ti_B1S2,
Ti,3,Ti_B2C1,
Ti,3,Ti_B2N1,
Ti,3,Ti_B2O1,
Ti,3,Ti_B2P1,
Ti,3,Ti_B2S1,
Ti,3,Ti_B3,
Ti,3,Ti_C1N1O1,
Ti,3,Ti_C1N1P1,
Ti,3,Ti_C1N1S1,
Ti,3,Ti_C1N2,
Ti,3,Ti_C1O1P1,
Ti,3,Ti_C1O1S1,
Ti,3,Ti_C1O2,
Ti,3,Ti_C1P1S1,
Ti,3,Ti_C1P2,
Ti,3,Ti_C1S2,
Ti,3,Ti_C2N1,
Ti,3,Ti_C2O1,
Ti,3,Ti_C2P1,
Ti,3,Ti_C2S1,
Ti,3,Ti_C3,
Ti,3,Ti_N1O1P1,
Ti,3,Ti_N1O1S1,
Ti,3,Ti_N1O2,
Ti,3,Ti_N1P1S1,
Ti,3,Ti_N1P2,
Ti,3,Ti_N1S2,
Ti,3,Ti_N2O1,
Ti,3,Ti_N2P1,
Ti,3,Ti_N2S1,
Ti,3,Ti_N3,
Ti,3,Ti_O1P1S1,
Ti,3,Ti_O1P2,
Ti,3,Ti_O1S2,
Ti,3,Ti_O2P1,
Ti,3,Ti_O2S1,
Ti,3,Ti_O3,
Ti,3,Ti_P1S2,
Ti,3,Ti_P2S1,
Ti,3,Ti_P3,
Ti,3,Ti_S3,
Ti,4,Ti_B1C1N1O1,
Ti,4,Ti_B1C1N1P1,
Ti,4,Ti_B1C1N1S1,
Ti,4,Ti_B1C1N2-hex,-hex
Ti,4,Ti_B1C1N2-opp,-opp
Ti,4,Ti_B1C1N2-pen,-pen
Ti,4,Ti_B1C1O1P1,
Ti,4,Ti_B1C1O1S1,
Ti,4,Ti_B1C1O2-hex,-hex
Ti,4,Ti_B1C1O2-opp,-opp
Ti,4,Ti_B1C1O2-pen,-pen
Ti,4,Ti_B1C1P1S1,
Ti,4,Ti_B1C1P2-hex,-hex
Ti,4,Ti_B1C1P2-opp,-opp
Ti,4,Ti_B1C1P2-pen,-pen
Ti,4,Ti_B1C1S2-hex,-hex
Ti,4,Ti_B1C1S2-opp,-opp
Ti,4,Ti_B1C1S2-pen,-pen
Ti,4,Ti_B1C2N1-hex,-hex
Ti,4,Ti_B1C2N1-opp,-opp
Ti,4,Ti_B1C2N1-pen,-pen
Ti,4,Ti_B1C2O1-hex,-hex
Ti,4,Ti_B1C2O1-opp,-opp
Ti,4,Ti_B1C2O1-pen,-pen
Ti,4,Ti_B1C2P1-hex,-hex
Ti,4,Ti_B1C2P1-opp,-opp
Ti,4,Ti_B1C2P1-pen,-pen
Ti,4,Ti_B1C2S1-hex,-hex
Ti,4,Ti_B1C2S1-opp,-opp
Ti,4,Ti_B1C2S1-pen,-pen
Ti,4,Ti_B1C3,
Ti,4,Ti_B1N1O1P1,
Ti,4,Ti_B1N1O1S1,
Ti,4,Ti_B1N1O2-hex,-hex
Ti,4,Ti_B1N1O2-opp,-opp
Ti,4,Ti_B1N1O2-pen,-pen
Ti,4,Ti_B1N1P1S1,
Ti,4,Ti_B1N1P2-hex,-hex
Ti,4,Ti_B1N1P2-opp,-opp
Ti,4,Ti_B1N1P2-pen,-pen
Ti,4,Ti_B1N1S2-hex,-hex
Ti,4,Ti_B1N1S2-opp,-opp
Ti,4,Ti_B1N1S2-pen,-pen
Ti,4,Ti_B1N2O1-hex,-hex
Ti,4,Ti_B1N2O1-opp,-opp
Ti,4,Ti_B1N2O1-pen,-pen
Ti,4,Ti_B1N2P1-hex,-hex
Ti,4,Ti_B1N2P1-opp,-opp
Ti,4,Ti_B1N2P1-pen,-pen
Ti,4,Ti_B1N2S1-hex,-hex
Ti,4,Ti_B1N2S1-opp,-opp
Ti,4,Ti_B1N2S1-pen,-pen
Ti,4,Ti_B1N3,
Ti,4,Ti_B1O1P1S1,
Ti,4,Ti_B1O1P2-hex,-hex
Ti,4,Ti_B1O1P2-opp,-opp
Ti,4,Ti_B1O1P2-pen,-pen
Ti,4,Ti_B1O1S2-hex,-hex
Ti,4,Ti_B1O1S2-opp,-opp
Ti,4,Ti_B1O1S2-pen,-pen
Ti,4,Ti_B1O2P1-hex,-hex
Ti,4,Ti_B1O2P1-opp,-opp
Ti,4,Ti_B1O2P1-pen,-pen
Ti,4,Ti_B1O2S1-hex,-hex
Ti,4,Ti_B1O2S1-opp,-opp
Ti,4,Ti_B1O2S1-pen,-pen
Ti,4,Ti_B1O3,
Ti,4,Ti_B1P1S2-hex,-hex
Ti,4,Ti_B1P1S2-opp,-opp
Ti,4,Ti_B1P1S2-pen,-pen
Ti,4,Ti_B1P2S1-hex,-hex
Ti,4,Ti_B1P2S1-opp,-opp
Ti,4,Ti_B1P2S1-pen,-pen
Ti,4,Ti_B1P3,
Ti,4,Ti_B1S3,
Ti,4,Ti_B2C1N1-hex,-hex
Ti,4,Ti_B2C1N1-opp,-opp
Ti,4,Ti_B2C1N1-pen,-pen
Ti,4,Ti_B2C1O1-hex,-hex
Ti,4,Ti_B2C1O1-opp,-opp
Ti,4,Ti_B2C1O1-pen,-pen
Ti,4,Ti_B2C1P1-hex,-hex
Ti,4,Ti_B2C1P1-opp,-opp
Ti,4,Ti_B2C1P1-pen,-pen
Ti,4,Ti_B2C1S1-hex,-hex
Ti,4,Ti_B2C1S1-opp,-opp
Ti,4,Ti_B2C1S1-pen,-pen
Ti,4,Ti_B2C2-hex,-hex
Ti,4,Ti_B2C2-opp,-opp
Ti,4,Ti_B2C2-pen,-pen
Ti,4,Ti_B2N1O1-hex,-hex
Ti,4,Ti_B2N1O1-opp,-opp
Ti,4,Ti_B2N1O1-pen,-pen
Ti,4,Ti_B2N1P1-hex,-hex
Ti,4,Ti_B2N1P1-opp,-opp
Ti,4,Ti_B2N1P1-pen,-pen
Ti,4,Ti_B2N1S1-hex,-hex
Ti,4,Ti_B2N1S1-opp,-opp
Ti,4,Ti_B2N1S1-pen,-pen
Ti,4,Ti_B2N2-hex,-hex
Ti,4,Ti_B2N2-opp,-opp
Ti,4,Ti_B2N2-pen,-pen
Ti,4,Ti_B2O1P1-hex,-hex
Ti,4,Ti_B2O1P1-opp,-opp
Ti,4,Ti_B2O1P1-pen,-pen
Ti,4,Ti_B2O1S1-hex,-hex
Ti,4,Ti_B2O1S1-opp,-opp
Ti,4,Ti_B2O1S1-pen,-pen
Ti,4,Ti_B2O2-hex,-hex
Ti,4,Ti_B2O2-opp,-opp
Ti,4,Ti_B2O2-pen,-pen
Ti,4,Ti_B2P1S1-hex,-hex
Ti,4,Ti_B2P1S1-opp,-opp
Ti,4,Ti_B2P1S1-pen,-pen
Ti,4,Ti_B2P2-hex,-hex
Ti,4,Ti_B2P2-opp,-opp
Ti,4,Ti_B2P2-pen,-pen
Ti,4,Ti_B2S2-hex,-hex
Ti,4,Ti_B2S2-opp,-opp
Ti,4,Ti_B2S2-pen,-pen
Ti,4,Ti_B3C1,
Ti,4,Ti_B3N1,
Ti,4,Ti_B3O1,
Ti,4,Ti_B3P1,
Ti,4,Ti_B3S1,
Ti,4,Ti_B4,
Ti,4,Ti_C1N1O1P1,
Ti,4,Ti_C1N1O1S1,
Ti,4,Ti_C1N1O2-hex,-hex
Ti,4,Ti_C1N1O2-opp,-opp
Ti,4,Ti_C1N1O2-pen,-pen
Ti,4,Ti_C1N1P1S1,
Ti,4,Ti_C1N1P2-hex,-hex
Ti,4,Ti_C1N1P2-opp,-opp
Ti,4,Ti_C1N1P2-pen,-pen
Ti,4,Ti_C1N1S2-hex,-hex
Ti,4,Ti_C1N1S2-opp,-opp
Ti,4,Ti_C1N1S2-pen,-pen
Ti,4,Ti_C1N2O1-hex,-hex
Ti,4,Ti_C1N2O1-opp,-opp
Ti,4,Ti_C1N2O1-pen,-pen
Ti,4,Ti_C1N2P1-hex,-hex
Ti,4,Ti_C1N2P1-opp,-opp
Ti,4,Ti_C1N2P1-pen,-pen
Ti,4,Ti_C1N2S1-hex,-hex
Ti,4,Ti_C1N2S1-opp,-opp
Ti,4,Ti_C1N2S1-pen,-pen
Ti,4,Ti_C1N3,
Ti,4,Ti_C1O1P1S1,
Ti,4,Ti_C1O1P2-hex,-hex
Ti,4,Ti_C1O1P2-opp,-opp
Ti,4,Ti_C1O1P2-pen,-pen
Ti,4,Ti_C1O1S2-hex,-hex
Ti,4,Ti_C1O1S2-opp,-opp
Ti,4,Ti_C1O1S2-pen,-pen
Ti,4,Ti_C1O2P1-hex,-hex
Ti,4,Ti_C1O2P1-opp,-opp
Ti,4,Ti_C1O2P1-pen,-pen
Ti,4,Ti_C1O2S1-hex,-hex
Ti,4,Ti_C1O2S1-opp,-opp
Ti,4,Ti_C1O2S1-pen,-pen
Ti,4,Ti_C1O3,
Ti,4,Ti_C1P1S2-hex,-hex
Ti,4,Ti_C1P1S2-opp,-opp
Ti,4,Ti_C1P1S2-pen,-pen
Ti,4,Ti_C1P2S1-hex,-hex
Ti,4,Ti_C1P2S1-opp,-opp
Ti,4,Ti_C1P2S1-pen,-pen
Ti,4,Ti_C1P3,
Ti,4,Ti_C1S3,
Ti,4,Ti_C2N1O1-hex,-hex
Ti,4,Ti_C2N1O1-opp,-opp
Ti,4,Ti_C2N1O1-pen,-pen
Ti,4,Ti_C2N1P1-hex,-hex
Ti,4,Ti_C2N1P1-opp,-opp
Ti,4,Ti_C2N1P1-pen,-pen
Ti,4,Ti_C2N1S1-hex,-hex
Ti,4,Ti_C2N1S1-opp,-opp
Ti,4,Ti_C2N1S1-pen,-pen
Ti,4,Ti_C2N2-hex,-hex
Ti,4,Ti_C2N2-opp,-opp
Ti,4,Ti_C2N2-pen,-pen
Ti,4,Ti_C2O1P1-hex,-hex
Ti,4,Ti_C2O1P1-opp,-opp
Ti,4,Ti_C2O1P1-pen,-pen
Ti,4,Ti_C2O1S1-hex,-hex
Ti,4,Ti_C2O1S1-opp,-opp
Ti,4,Ti_C2O1S1-pen,-pen
Ti,4,Ti_C2O2-hex,-hex
Ti,4,Ti_C2O2-opp,-opp
Ti,4,Ti_C2O2-pen,-pen
Ti,4,Ti_C2P1S1-hex,-hex
Ti,4,Ti_C2P1S1-opp,-opp
Ti,4,Ti_C2P1S1-pen,-pen
Ti,4,Ti_C2P2-hex,-hex
Ti,4,Ti_C2P2-opp,-opp
Ti,4,Ti_C2P2-pen,-pen
Ti,4,Ti_C2S2-hex,-hex
Ti,4,Ti_C2S2-opp,-opp
Ti,4,Ti_C2S2-pen,-pen
Ti,4,Ti_C3N1,
Ti,4,Ti_C3O1,
Ti,4,Ti_C3P1,
Ti,4,Ti_C3S1,
Ti,4,Ti_C4,
Ti,4,Ti_N1O1P1S1,
Ti,4,Ti_N1O1P2-hex,-hex
Ti,4,Ti_N1O1P2-opp,-opp
Ti,4,Ti_N1O1P2-pen,-pen
Ti,4,Ti_N1O1S2-hex,-hex
Ti,4,Ti_N1O1S2-opp,-opp
Ti,4,Ti_N1O1S2-pen,-pen
Ti,4,Ti_N1O2P1-hex,-hex
Ti,4,Ti_N1O2P1-opp,-opp
Ti,4,Ti_N1O2P1-pen,-pen
Ti,4,Ti_N1O2S1-hex,-hex
Ti,4,Ti_N1O2S1-opp,-opp
Ti,4,Ti_N1O2S1-pen,-pen
Ti,4,Ti_N1O3,
Ti,4,Ti_N1P1S2-hex,-hex
Ti,4,Ti_N1P1S2-opp,-opp
Ti,4,Ti_N1P1S2-pen,-pen
Ti,4,Ti_N1P2S1-hex,-hex
Ti,4,Ti_N1P2S1-opp,-opp
Ti,4,Ti_N1P2S1-pen,-pen
Ti,4,Ti_N1P3,
Ti,4,Ti_N1S3,
Ti,4,Ti_N2O1P1-hex,-hex
Ti,4,Ti_N2O1P1-opp,-opp
Ti,4,Ti_N2O1P1-pen,-pen
Ti,4,Ti_N2O1S1-hex,-hex
Ti,4,Ti_N2O1S1-opp,-opp
Ti,4,Ti_N2O1S1-pen,-pen
Ti,4,Ti_N2O2-hex,-hex
Ti,4,Ti_N2O2-opp,-opp
Ti,4,Ti_N2O2-pen,-pen
Ti,4,Ti_N2P1S1-hex,-hex
Ti,4,Ti_N2P1S1-opp,-opp
Ti,4,Ti_N2P1S1-pen,-pen
Ti,4,Ti_N2P2-hex,-hex
Ti,4,Ti_N2P2-opp,-opp
Ti,4,Ti_N2P2-pen,-pen
Ti,4,Ti_N2S2-hex,-hex
Ti,4,Ti_N2S2-opp,-opp
Ti,4,Ti_N2S2-pen,-pen
Ti,4,Ti_N3O1,
Ti,4,Ti_N3P1,
Ti,4,Ti_N3S1,
Ti,4,Ti_N4,
Ti,4,Ti_O1P1S2-hex,-hex
Ti,4,Ti_O1P1S2-opp,-opp
Ti,4,Ti_O1P1S2-pen,-pen
Ti,4,Ti_O1P2S1-hex,-hex
Ti,4,Ti_O1P2S1-opp,-opp
Ti,4,Ti_O1P2S1-pen,-pen
Ti,4,Ti_O1P3,
Ti,4,Ti_O1S3,
Ti,4,Ti_O2P1S1-hex,-hex
Ti,4,Ti_O2P1S1-opp,-opp
Ti,4,Ti_O2P1S1-pen,-pen
Ti,4,Ti_O2P2-hex,-hex
Ti,4,Ti_O2P2-opp,-opp
Ti,4,Ti_O2P2-pen,-pen
Ti,4,Ti_O2S2-hex,-hex
Ti,4,Ti_O2S2-opp,-opp
Ti,4,Ti_O2S2-pen,-pen
Ti,4,Ti_O3P1,
Ti,4,Ti_O3S1,
Ti,4,Ti_O4,
Ti,4,Ti_P1S3,
Ti,4,Ti_P2S2-hex,-hex
Ti,4,Ti_P2S2-opp,-opp
Ti,4,Ti_P2S2-pen,-pen
Ti,4,Ti_P3S1,
Ti,4,Ti_P4,
Ti,4,Ti_S4,
Tl,3,Tl_B1C1N1,
Tl,3,Tl_B1C1O1,
Tl,3,Tl_B1C1P1,
Tl,3,Tl_B1C1S1,
Tl,3,Tl_B1C2,
Tl,3,Tl_B1N1O1,
Tl,3,Tl_B1N1P1,
Tl,3,Tl_B1N1S1,
Tl,3,Tl_B1N2,
Tl,3,Tl_B1O1P1,
Tl,3,Tl_B1O1S1,
Tl,3,Tl_B1O2,
Tl,3,Tl_B1P1S1,
Tl,3,Tl_B1P2,
Tl,3,Tl_B1S2,
Tl,3,Tl_B2C1,
Tl,3,Tl_B2N1,
Tl,3,Tl_B2O1,
Tl,3,Tl_B2P1,
Tl,3,Tl_B2S1,
Tl,3,Tl_B3,
Tl,3,Tl_C1N1O1,
Tl,3,Tl_C1N1P1,
Tl,3,Tl_C1N1S1,
Tl,3,Tl_C1N2,
Tl,3,Tl_C1O1P1,
Tl,3,Tl_C1O1S1,
Tl,3,Tl_C1O2,
Tl,3,Tl_C1P1S1,
Tl,3,Tl_C1P2,
Tl,3,Tl_C1S2,
Tl,3,Tl_C2N1,
Tl,3,Tl_C2O1,
Tl,3,Tl_C2P1,
Tl,3,Tl_C2S1,
Tl,3,Tl_C3,
Tl,3,Tl_N1O1P1,
Tl,3,Tl_N1O1S1,
Tl,3,Tl_N1O2,
Tl,3,Tl_N1P1S1,
Tl,3,Tl_N1P2,
Tl,3,Tl_N1S2,
Tl,3,Tl_N2O1,
Tl,3,Tl_N2P1,
Tl,3,Tl_N2S1,
Tl,3,Tl_N3,
Tl,3,Tl_O1P1S1,
Tl,3,Tl_O1P2,
Tl,3,Tl_O1S2,
Tl,3,Tl_O2P1,
Tl,3,Tl_O2S1,
Tl,3,Tl_O3,
Tl,3,Tl_P1S2,
Tl,3,Tl_P2S1,
Tl,3,Tl_P3,
Tl,3,Tl_S3,
Tl,4,Tl_B1C1N1O1,
Tl,4,Tl_B1C1N1P1,
Tl,4,Tl_B1C1N1S1,
Tl,4,Tl_B1C1N2-hex,-hex
Tl,4,Tl_B1C1N2-opp,-opp
Tl,4,Tl_B1C1N2-pen,-pen
Tl,4,Tl_B1C1O1P1,
Tl,4,Tl_B1C1O1S1,
Tl,4,Tl_B1C1O2-hex,-hex
Tl,4,Tl_B1C1O2-opp,-opp
Tl,4,Tl_B1C1O2-pen,-pen
Tl,4,Tl_B1C1P1S1,
Tl,4,Tl_B1C1P2-hex,-hex
Tl,4,Tl_B1C1P2-opp,-opp
Tl,4,Tl_B1C1P2-pen,-pen
Tl,4,Tl_B1C1S2-hex,-hex
Tl,4,Tl_B1C1S2-opp,-opp
Tl,4,Tl_B1C1S2-pen,-pen
Tl,4,Tl_B1C2N1-hex,-hex
Tl,4,Tl_B1C2N1-opp,-opp
Tl,4,Tl_B1C2N1-pen,-pen
Tl,4,Tl_B1C2O1-hex,-hex
Tl,4,Tl_B1C2O1-opp,-opp
Tl,4,Tl_B1C2O1-pen,-pen
